idx1,idx2,t_x,t_y,t_z,q_w,q_x,q_y,q_z
659,17,9.78241,-2.22834,-0.0886046,0.999566,-0.00475351,-0.00622642,-0.0284326
17,203,-6.6559,0.919619,0.125682,0.973025,0.000131504,-0.000833603,-0.230708
660,204,-1.92868,-2.42574,0.0222175,0.833381,-0.00131591,0.00928342,0.552627
204,285,8.36337,-1.65144,0.0853965,0.968215,-0.000361996,-9.8876e-05,0.250131
661,286,-4.42232,2.45901,-0.0197571,0.980344,-0.00395906,-0.00650529,-0.197147
662,288,-0.809177,7.30418,0.0311914,-0.16028,-0.00377956,0.00396382,0.987057
165,287,5.34489,-4.10685,-0.0737728,0.739627,0.0136156,-0.0358778,0.671924
663,288,2.41222,-1.56989,0.00162887,-0.385566,-0.00369543,0.00460773,0.922663
165,289,-14.0324,5.31927,0.0330655,0.999211,0.0339704,-0.0209233,0.00056447
664,20,4.03553,6.7087,0.0137378,0.424967,0.000433468,-0.00271665,0.905204
20,290,-4.50836,14.2202,0.00140301,-0.306888,-0.00310834,0.00655109,0.951721
207,290,7.21086,-9.92894,0.12709,0.890617,2.05577e-05,0.00198906,0.454751
290,477,0.0254927,-2.77134,0.0141072,-0.379539,0.00405352,0.00802037,0.925133
208,291,5.34771,-9.25592,0.136758,0.729248,-0.00159136,0.00281857,-0.684247
23,478,1.28885,-2.17766,-0.0224417,0.610652,0.000286785,-0.0025483,-0.791902
211,292,-1.58651,-10.1854,-0.0170126,0.999329,-0.00690269,0.00144198,0.0359737
669,26,-0.133233,1.53615,-0.0848974,0.76829,-0.00382127,-0.00791021,-0.640043
26,481,2.51358,0.0733167,0.0466361,0.558201,3.01331e-05,0.00167707,0.829707
670,213,5.05701,-1.13273,-0.0447347,0.796891,0.0058813,0.00416501,0.604081
213,482,-1.1724,14.076,-0.238375,0.992525,0.00139167,-0.000925748,0.122031
27,483,0.263237,-15.4503,-0.194459,0.36264,0.000841879,-0.00174086,0.93193
672,29,7.99502,-2.80009,0.0371607,0.702543,-0.0147491,-0.00154475,0.711476
29,296,6.58516,15.1177,0.169736,0.787286,0.00567315,-0.00105666,-0.616581
297,484,0.383768,-0.338177,-0.200199,0.537758,-0.0038275,0.00398435,-0.843092
673,301,-10.8363,2.84542,0.265593,-0.0389641,0.00854328,0.0228579,0.998943
30,300,7.89035,4.40545,0.377673,-0.132523,0.0130908,0.00244263,0.991093
31,299,-0.672003,2.93878,0.0239641,-0.0660414,-0.00896388,0.0192525,0.997592
32,298,6.02263,2.86592,0.568142,0.982695,-0.00884631,-0.00927686,-0.184791
216,300,-4.37549,5.67675,0.0917838,0.70451,-0.0021785,-0.00749392,-0.709654
217,485,-2.38459,-5.51507,0.00685258,0.907235,-0.00150752,-0.00723402,-0.420566
218,487,-3.18249,-1.60277,-0.0427779,0.989836,-0.00744508,0.000216654,0.142028
300,485,7.24693,6.25253,-0.259407,0.545678,0.0115321,0.00195108,0.83792
674,33,-5.94507,-2.16054,0.00272684,0.92408,-0.00249055,0.00173007,-0.382186
674,302,-7.52443,-0.513796,0.381348,0.999774,-0.0173524,-0.00111515,0.0122435
31,303,-5.01428,-7.67768,0.41505,0.980894,-0.00759937,-0.00905143,0.194196
33,219,-1.05359,2.59485,0.371709,0.767788,-0.00205653,-0.00287304,0.640695
33,488,3.41569,0.573192,0.274609,0.886615,0.00293591,-0.00317141,-0.462492
34,302,-2.86996,-0.506363,0.329981,0.621038,-0.00200404,-0.0110262,0.783701
218,303,0.578654,9.97839,-0.0406095,-0.238446,0.00696992,-0.00539884,0.971119
219,489,1.31475,8.1204,1.30613,0.0208506,0.920386,0.389807,0.0225266
221,299,-14.763,-8.69925,7.45853,-0.124629,0.601759,0.730196,-0.298625
300,489,6.49076,-5.848,-0.256047,0.21034,0.0121637,-0.00410157,0.977544
675,32,1.80032,2.07602,-0.105091,0.340235,-0.00371554,-0.00117223,0.940331
675,487,-3.47279,2.84921,-0.247021,0.9052,0.0110375,-0.0102067,-0.424755
676,489,2.36926,6.6156,0.166882,0.546822,0.00171906,0.000527826,-0.837256
678,36,-4.11804,-7.31248,0.0176436,0.801729,0.00683646,-0.000781818,0.597649
33,490,9.6386,-7.18661,0.367169,0.657509,0.00384306,-0.000157262,-0.75344
35,490,-3.78498,0.223074,0.0140307,0.787827,-0.000267609,0.00298169,0.615897
222,303,-5.8306,3.79313,0.0401166,0.966768,-0.00572532,-0.00634014,0.255515
679,36,-0.789865,-2.72237,-0.018459,0.780693,0.00646475,-1.8204e-05,0.624883
35,491,-10.0412,2.7655,0.0815139,0.249403,0.000780999,0.00237696,0.968397
223,491,-0.589705,-1.90369,0.00169449,-0.21834,-0.00101388,0.000355504,0.975874
680,306,2.80664,-3.61745,-0.0108278,0.808475,-0.000444681,0.00327622,-0.588518
37,306,-0.789391,-0.314829,0.0542679,-0.101792,0.000498952,0.00211788,0.994804
224,492,1.43361,-0.773234,0.0128427,0.722147,0.00146189,-0.000294319,0.691738
681,307,1.04416,-6.07608,-0.033068,0.794853,0.00628231,0.00692707,-0.606733
38,492,0.458893,9.3136,-0.0780005,0.91864,-0.00346895,-0.00112694,0.395082
307,493,-2.54909,0.516723,-0.12178,-0.272372,-0.0048647,0.000908856,0.96218
38,494,0.0777286,-6.39423,0.0201627,0.85561,0.000704885,-0.00149579,-0.517621
307,494,5.4163,-0.467495,0.00140525,0.983962,-0.00141503,-0.00683356,0.178244
39,227,-6.43057,-0.328555,-0.0367044,0.914323,-0.000882443,0.00069368,-0.404987
40,309,7.22006,-5.24744,-0.0180739,0.978594,-0.00247128,-0.000471502,-0.205783
685,497,0.638422,-1.43228,-0.0687891,0.613668,-0.0094082,0.00535674,0.789494
42,310,-0.446322,1.09142,0.285013,0.991392,-0.00849487,-0.00772702,-0.130424
686,43,-1.19125,-0.510009,-0.368088,0.662632,0.0174266,-0.00528035,-0.748723
42,230,2.11184,-7.64764,0.578923,0.974583,-0.0198074,-0.00492942,0.223097
44,311,1.83934,-2.92288,0.24774,0.926399,0.00147759,0.0119341,-0.376359
687,230,5.46975,-1.92731,-0.0809169,0.64382,-0.000954379,-4.31017e-05,-0.765177
688,231,-5.80234,-1.36372,-0.10222,0.372476,0.000565898,-0.00237354,0.928038
231,313,0.248642,0.166748,-0.0463456,-0.31004,-0.0115115,-0.00549256,0.950639
689,233,-2.9528,3.49961,-0.0495388,0.997789,-0.000384194,0.0037629,0.0664852
690,47,-3.98066,3.22219,-0.0225138,0.929819,-0.00343205,-0.00227083,0.367996
46,502,-5.75299,5.54352,-0.00718501,0.792537,-0.00320479,0.00153725,0.60982
234,502,4.65609,-0.95504,-0.0553249,0.560068,-0.00452004,0.00119719,0.828435
691,503,0.214392,-0.246411,-0.0951842,0.999907,0.0015313,-0.00200858,0.0133922
234,317,-8.25689,1.2024,-0.152179,0.804206,0.00321849,-0.00712697,-0.594298
692,236,-3.98518,0.605683,-0.0295213,0.65661,0.00210825,0.00221651,0.754223
236,504,-1.32782,-3.31567,-0.0582676,0.640501,-0.00215463,-0.000469882,-0.767946
236,319,3.0845,10.1037,-0.209391,-0.167951,0.00310578,0.00283248,0.985787
694,238,-1.48442,-1.10819,-0.0492966,0.934522,-0.00234423,0.000796382,0.355897
320,506,-2.32156,4.93426,0.00268884,0.594549,0.000240914,-0.00162391,-0.804061
239,507,2.18258,-0.659872,-0.0398798,0.343975,0.0101181,0.000314036,0.938926
697,509,-0.822225,0.869842,-0.0153142,0.777882,-9.23935e-05,0.0030269,-0.628404
698,322,-0.745876,-4.64531,-0.148842,0.642958,0.0041677,-0.0100382,0.765825
699,510,2.80313,2.32427,0.0600877,0.791472,0.00328178,-0.00583249,0.61117
700,326,9.27525,-0.535882,0.120518,0.886999,0.00573774,-0.00954949,-0.461645
702,59,-1.06935,-2.35485,0.0906801,-0.303773,-0.0201908,-0.0257517,0.95221
59,327,3.26155,5.3865,-0.122774,0.983903,0.0248815,-0.018296,-0.176011
246,327,5.96459,5.32747,-0.109706,0.946042,0.0053863,-0.00751947,-0.323909
328,515,-1.57824,2.11309,0.117117,0.521986,0.00197828,-0.00912482,-0.852916
247,328,-1.42844,0.587111,-0.148313,0.996658,-0.00349667,-0.00162702,-0.0816108
60,330,-4.73366,14.1544,-0.392584,0.997055,-0.00370657,-0.00336103,-0.0765105
705,330,2.62606,0.304318,-0.232048,0.874578,0.00550919,0.00277013,0.484847
62,330,-3.28506,3.90862,-0.0808416,-0.0522224,0.0024357,0.000594108,0.998633
249,517,-0.702225,-0.593654,-0.100355,0.940957,0.0016763,0.00137196,-0.338519
706,332,-4.14538,-2.91133,-0.111882,0.471284,0.00174594,0.00360453,0.881974
63,517,8.8172,7.60786,-0.0589329,0.533622,-0.000405628,-0.00190096,0.845724
332,518,-0.540891,-3.83603,0.0194646,0.0237121,0.00169088,0.00643799,0.9997
63,333,-9.49437,-6.78554,0.0109116,0.933147,-0.0011883,0.00586875,0.359446
251,332,4.27767,-8.71045,-0.253273,0.995778,0.00571009,0.000452638,0.0916083
708,252,-2.14561,4.2238,-0.0604594,0.611576,-0.00162505,-0.00656463,-0.791162
65,333,-3.17415,8.19572,-0.309313,0.608751,-0.00640142,0.00779354,0.793299
709,252,-5.36499,-0.860977,-0.020379,0.33004,0.00544753,0.00273877,0.94395
66,252,-6.01728,4.79441,-0.125846,0.685404,-0.00504599,0.000746624,0.728146
253,335,-0.648749,0.38426,-0.119532,-0.27611,-0.000692498,0.00408952,0.961118
710,254,4.51366,-0.141033,-0.0379795,0.621544,0.0018886,0.000733522,0.78338
711,336,4.53061,-4.4936,-0.0378588,0.89051,-0.00301127,0.00151448,0.454951
68,336,-5.27996,3.35436,-0.106728,0.86605,-0.00253054,-6.85406e-05,0.499951
337,522,-8.8064,10.4027,-0.288227,0.918131,0.00700409,0.00306611,0.396205
256,337,0.594115,9.0108,-0.0491509,0.955109,0.00237827,0.000602603,-0.29624
713,257,-3.16522,-1.75301,0.00986151,0.769272,0.00138391,0.000261466,-0.638922
70,257,-3.70121,0.0616894,0.00403247,0.691752,0.000193901,0.000170706,-0.722137
339,525,-1.42283,5.88844,-0.327212,0.107434,0.00285933,0.00237242,0.994205
70,526,-6.0556,-5.93281,-0.224066,0.688881,0.000254975,-0.0186872,-0.724639
258,526,-2.58412,-3.24473,-0.300301,0.701248,-0.00474986,-0.00238765,0.7129
715,527,-0.744967,1.23528,-0.13407,-0.0258259,-0.000524658,-0.00721572,0.999641
258,341,9.40628,8.56252,0.34854,-0.319802,0.00212134,0.000963372,0.947482
716,259,-4.10325,-3.49569,-0.0861701,0.910806,-0.00125592,0.00622949,0.412791
259,528,6.27022,-2.0892,0.145137,0.999902,-0.00247313,-0.00393089,0.0132435
717,342,-1.26752,-3.80585,-0.0504599,0.990125,-0.00796871,0.00210128,0.139942
720,264,1.54207,-1.94057,0.0434892,0.682955,-7.83064e-05,0.00268156,-0.730457
721,347,2.02696,-6.774,0.221391,0.808594,-0.00262376,-0.00504185,-0.58834
264,532,-0.893224,-0.751743,-0.0695461,-0.0886479,-0.00331482,-0.00284133,0.996055
722,79,0.645325,-0.744364,-0.0200167,0.440257,-0.00340843,-0.0015868,0.897865
79,348,-2.71953,-5.00658,0.165257,0.472862,-0.000823585,-0.000190731,0.881137
348,533,5.67868,-14.6527,-0.484958,-0.119642,9.27101e-05,0.000472993,0.992818
80,349,0.130824,0.190994,-0.0715454,0.0767537,-0.00111604,0.00163411,0.997049
724,267,0.424457,0.468582,0.0969633,0.500486,-0.00123051,0.000365119,-0.865746
725,82,1.34094,1.94765,1.14137,0.903129,-0.0458894,-0.0304065,-0.42583
81,351,-8.01383,10.0792,0.195739,-0.196932,0.00557647,-0.00388687,0.980395
82,538,1.07833,5.77901,-0.0315235,0.0145154,0.00226483,0.0103497,0.999838
84,536,-2.50571,-8.99426,0.764939,0.530841,-0.689221,0.472916,0.139797
352,537,0.414679,9.861,-0.00250769,0.706669,0.00353844,0.0191419,-0.707278
726,539,1.80558,-2.09046,-0.0935262,-0.453206,-0.0110572,-0.01841,0.891149
85,538,7.96477,2.68728,-0.244298,0.976532,0.0129699,-0.00135915,-0.214983
727,352,-2.86689,-0.413983,-0.05803,0.718998,-0.00512862,-0.000702887,0.694997
728,353,1.2948,-2.12379,-0.0783843,0.858194,0.0059447,0.00462377,-0.51327
729,87,9.48956,-2.31584,-0.107453,0.820571,0.00132264,0.000926198,-0.571543
730,543,-8.65784,-3.66914,-0.215067,-0.447299,0.00105654,0.00162561,0.894383
731,543,-0.070543,-0.535655,-0.027769,0.500477,0.000998221,0.000120664,0.86576
89,358,5.17132,1.31662,-0.265442,0.995441,-0.000534909,0.000353695,-0.0953624
90,359,-4.76383,1.73218,-0.297723,-0.345722,-0.0013934,-0.000603635,0.93834
735,92,-0.192155,0.733241,-0.0718992,-0.358615,0.000232981,0.00243003,0.933483
736,548,-0.501577,-0.778027,0.0215295,0.737222,-0.00485847,0.00191176,0.675634
361,548,2.13138,1.6038,-0.190198,-0.132114,-0.000626227,-0.000122796,0.991235
737,549,-4.47874,-0.0158669,-0.0955019,0.906366,-0.00742074,0.00955625,-0.422321
738,95,-4.7703,-5.09669,-0.312915,0.157327,0.00585912,0.00757317,0.987502
362,550,-8.20854,7.29917,-0.631705,0.812846,0.268489,-0.247111,-0.454021
96,552,-2.82324,-1.33003,-0.0485032,0.936682,-0.00320856,0.000328065,-0.35017
97,366,0.385231,-0.983832,-0.0722091,0.833208,0.00582622,0.00240818,-0.552926
367,553,5.64256,-0.447994,0.251277,0.96953,1.62852e-05,0.000965884,0.244981
99,367,2.19382,-3.18012,0.121846,0.899545,-0.00652739,-0.00272638,-0.436776
368,554,-1.93692,-3.43239,0.0395424,0.672393,0.00084818,-0.00044595,0.740197
100,369,2.33544,-8.95747,-0.276444,0.352006,-0.00280372,-0.014259,0.935887
744,102,8.85964,2.86739,-0.435173,0.958067,-0.00206017,0.000666796,-0.286539
102,370,-1.58662,-0.848844,0.0583722,0.943922,-0.00138512,-0.00293304,-0.330157
745,370,2.14881,0.44573,0.0500872,0.665868,0.0020677,-0.00663547,0.746038
371,558,-0.485956,1.45728,0.0142725,0.973023,1.75269e-05,0.00130016,0.230706
103,558,0.980882,-2.09994,0.0893555,0.63245,0.00265675,0.00163096,0.774596
747,559,0.969907,-0.266484,0.0550275,0.58165,-0.00397213,-0.000383788,-0.813434
373,560,0.427797,0.959979,-0.0158391,0.779576,0.000683256,0.00403255,0.626296
374,560,9.19291,-0.370112,0.159518,0.550599,0.00252858,-0.00176008,-0.834762
750,107,-2.5644,-2.68137,0.0119623,0.959477,-0.00048212,0.000143458,0.281787
375,562,-1.11211,-1.82099,-0.00394536,0.996929,0.00328167,0.000348309,-0.0782455
108,376,3.08273,-2.70365,-0.0628403,-0.325144,0.000935204,-0.00728006,0.94564
752,378,8.18401,-0.708779,0.0830783,0.356536,-0.0106706,-0.00236718,0.934217
753,110,1.65023,-0.359737,0.0180878,0.398094,7.3234e-05,-0.000331265,0.917344
379,565,-1.47653,-7.46904,-0.0872968,0.993923,-0.0016631,-0.00308545,0.110031
110,567,-16.7699,-4.8903,0.138332,0.117655,0.00382507,-0.0012331,0.993047
380,567,2.42448,0.306061,0.0299179,0.988037,-0.000836066,-0.00497251,-0.154143
112,566,-2.39731,-11.6742,-0.101136,0.880372,0.0048959,-6.09002e-05,-0.47426
113,381,6.86897,3.7739,0.0758655,0.619046,0.00780398,-0.00156542,-0.785317
382,568,12.4862,-4.90944,-0.0188988,0.196096,0.00966035,-0.00382146,0.980529
114,570,-2.36738,-7.50912,-0.0854009,0.993757,-0.00194771,-0.000267713,0.111556
759,116,2.93376,-1.72461,-0.0626075,0.856238,0.00744473,0.00304934,0.516529
115,385,6.91982,2.34652,-0.18591,0.548572,0.00295179,0.00212957,0.836099
117,383,-10.2071,-11.1468,-0.0794288,-0.409588,0.0029628,-0.000483825,0.912267
384,572,-7.09261,-0.403941,-0.00625157,-0.419308,0.000862284,-0.00336969,0.907839
760,118,4.34336,-3.27069,-0.135579,0.899144,0.00751263,9.73167e-05,0.437589
115,387,13.5575,7.16088,-0.24409,-0.219929,0.00834805,-0.00262862,0.975479
118,385,-2.22156,7.19041,-0.0660166,0.999904,0.00470641,-0.00225799,0.013107
119,387,-0.871527,-4.30367,-0.118427,-0.445744,0.00538648,-0.00210016,0.895143
386,574,6.06512,-0.118788,-0.00526693,-0.259642,0.000691873,0.00316513,0.965702
761,388,-8.98655,0.43849,-0.222649,0.995153,0.0066222,0.00352254,0.0980631
762,388,-0.489521,4.05976,-0.137262,0.826663,0.00743366,-0.00294737,-0.562641
120,388,1.71637,7.03527,0.0364394,0.824863,0.00324345,0.0035473,0.56532
121,577,-6.22932,-5.07692,-0.0117173,0.369753,0.00170924,0.0025832,0.929125
765,578,-9.82058,-0.12321,-0.0194457,0.771861,0.000879144,-0.000556741,0.635791
766,122,7.60674,1.53703,0.0314272,0.75855,0.00129097,-0.00236933,-0.651612
123,578,-2.56318,0.25655,0.00271836,0.635081,0.00248104,-0.000628964,-0.77244
767,580,-10.3181,0.0208771,0.0362253,-0.0167852,0.00268207,-0.00136728,0.999855
768,124,3.48131,5.85231,-0.0808097,0.475721,0.00213734,0.00284578,0.879592
769,125,0.74582,5.1948,-0.106484,0.885658,-0.0029614,0.00335559,0.464318
126,580,0.0368886,-12.9713,-0.0896519,0.647679,-0.000619639,0.000189516,0.761913
770,582,2.81113,0.208188,0.0400187,0.97966,0.000209962,-0.00495187,-0.200614
771,127,0.564253,-5.02205,-0.0857482,0.997796,0.00274189,-0.0011885,0.0663224
128,582,-4.00824,-12.1469,-0.0701898,0.92648,0.00116968,0.000163652,0.376379
128,398,4.06477,13.4723,0.0784304,0.976369,0.00414327,-0.00102691,0.216074
773,585,-5.70398,-7.02308,0.0366098,0.962181,0.000961027,0.00221303,-0.272398
399,584,5.87327,-4.03016,0.114884,0.957159,-0.00163447,-0.000853005,0.289568
130,586,-1.8052,10.4869,0.11463,0.789026,0.00150271,0.00238051,-0.614353
775,131,-3.85918,1.22516,-0.076012,0.695833,-0.00332388,0.000764234,-0.718197
132,587,1.08485,-2.47575,0.0599264,-0.346085,-0.000618679,-0.00032449,0.938206
132,401,-1.62149,4.93891,0.00730046,0.700895,0.00391855,-0.00367709,0.713246
777,134,-4.3808,2.88911,-0.035116,0.340484,-2.51476e-05,-0.00201794,0.94025
778,590,-1.45022,1.1421,-0.0788287,0.998871,0.000481695,0.000657359,-0.0475638
135,591,2.92935,-2.76525,-0.188517,0.997695,-0.000886949,0.000302833,0.0678623
780,592,-3.44876,0.103547,-0.171179,0.831434,-0.0088345,0.00444155,-0.555538
137,405,3.13158,-1.64883,0.0636417,0.944959,-0.00122482,-0.0217331,-0.326468
138,591,4.21936,-7.59576,-0.392162,0.829668,-0.0158795,0.0495109,-0.555838
406,593,-3.14761,-2.94407,-0.0598102,-0.331689,0.00531077,0.0135065,0.943278
781,407,2.22074,1.71741,-0.0575778,0.245393,0.00360544,0.000868109,0.969417
138,594,0.550664,-4.86473,-0.251398,0.825902,0.00345578,0.00432078,-0.56381
407,594,-4.5112,-3.05627,-0.0556911,-0.41645,0.00988362,0.0118547,0.909028
782,408,-0.371254,-1.10238,-0.0370033,0.780902,0.00439692,-0.00177989,-0.624636
139,409,1.38984,-4.24281,-0.424654,-0.339358,0.00323006,-0.00345552,0.940647
406,595,-8.40862,-9.96749,0.0140295,0.609476,-0.0096541,-0.0115724,-0.792665
783,409,1.39498,1.73144,-0.0694645,0.947552,-0.00108262,0.000799104,-0.3196
784,596,0.605359,0.854627,-0.0888672,-0.25254,0.00548416,-0.00299093,0.967568
785,598,2.62588,-5.94502,-0.0876791,0.955705,0.00265176,0.00231717,0.294305
411,597,5.80871,-5.91435,-0.0986974,0.85291,-0.00704533,-0.00129081,0.522011
143,411,-9.5294,-0.769495,-0.136185,-0.382864,-0.00502831,0.00312277,0.923785
787,599,-0.905014,3.64128,-0.082215,0.807257,-0.000486405,0.00085171,0.590203
788,600,-0.932159,2.53434,-0.0533978,0.764168,-0.000644809,-0.00233831,-0.645015
789,146,-2.45656,2.53571,0.168072,0.890235,-0.000810348,-0.00110031,0.455504
146,601,-1.57963,-6.30452,-0.214168,0.958008,0.00261946,-0.000304425,-0.286724
146,417,1.70512,17.4189,0.16155,0.993983,0.00450968,-0.00132223,-0.109448
791,416,-9.01942,-0.70054,0.0796384,0.981011,-0.000595447,-0.000839827,0.193946
792,604,-2.28039,-1.12958,0.172863,0.33696,-0.00145425,-0.000933717,0.941517
793,604,0.846786,-0.762519,-0.375674,-0.454273,-0.0183739,0.00337401,0.890671
794,152,6.98057,1.32695,0.00217081,-0.0571341,0.00491608,0.00422897,0.998346
151,420,-4.08506,3.84295,-0.0104552,0.718978,-0.000587769,0.00117963,0.69505
795,152,0.592858,-0.53495,0.0663342,0.956368,0.00386505,0.000677332,0.292141
421,607,-2.06756,9.17125,0.0900265,0.986162,-0.00416445,0.000443816,-0.165733
155,610,2.76246,2.43373,0.0132902,-0.406514,-0.00125265,0.000249452,0.913644
155,424,-4.33237,-3.33926,0.0394652,0.997236,0.00394925,-0.00420134,-0.0740932
424,611,0.124469,0.288741,0.033934,0.982207,-0.00357345,0.00318803,0.187744
156,425,3.05726,4.08932,-0.02356,0.409318,0.00198148,0.00558823,0.912374
800,157,0.580129,-0.0987355,-0.109848,0.0911499,0.00182461,-0.00134138,0.995836
426,612,-2.29819,8.84503,-0.15337,0.645403,-0.00127533,-0.00557978,-0.763821
158,426,4.16905,-4.27147,0.0251218,-0.245215,-0.0031744,0.00595389,0.969445
802,428,-0.293317,-0.08226,-0.0437898,0.328835,0.00259804,-0.000543686,0.944389
428,614,7.76826,4.90403,-0.139346,0.988939,-0.00483685,0.00463034,-0.148197
804,161,0.194133,0.062822,-0.0836505,0.174054,-0.00347705,-0.00174389,0.98473
161,616,5.18161,2.26309,-0.0325076,0.998715,6.7089e-06,-0.000995621,-0.0506827
805,617,5.82107,-3.67699,-0.236411,0.14301,0.00393859,0.000591652,0.989713
430,618,-5.69481,8.33474,-0.154357,0.998811,0.000622162,0.00179212,0.0487458
164,432,-4.45053,-2.25875,0.0737571,0.965219,-0.00151375,0.00271808,0.261439
433,620,-0.292414,0.126858,-0.122644,-0.158802,-0.00102054,-0.000505335,0.987311
809,286,-0.505218,-5.09312,-0.075376,0.511788,-0.0214978,-0.0366604,0.858066
167,286,2.61895,-3.78286,-0.276716,0.849923,-0.0279292,0.0295545,-0.525337
435,621,7.38141,5.45498,-0.129257,0.962057,-0.00092556,-0.00169368,0.272843
167,622,-0.366215,0.498123,0.0858327,0.97338,-0.00168253,-0.000243349,0.229193
168,623,-0.0042287,-0.801905,0.113593,0.83083,-0.000534977,-0.00214364,-0.556524
16,168,1.19487,-3.0458,-0.0259173,0.844902,0.0228753,-0.0304855,0.533561
169,437,-2.98262,3.05342,-0.185956,0.973558,-0.00497913,-0.00282752,-0.228372
