idx1,idx2,t_x,t_y,t_z,q_w,q_x,q_y,q_z
659,17,9.79561,-2.23611,-0.103075,0.99957,-0.00419487,-0.00675025,-0.0283431
17,203,-6.64683,0.918188,0.109197,0.973044,0.00118182,-0.000648979,-0.230617
660,204,-1.918,-2.43608,0.00633298,0.833371,-0.00199101,0.00905294,0.552639
204,285,8.35494,-1.65983,0.0809625,0.968186,-0.000480871,0.000351902,0.250262
661,286,-4.46573,2.50102,-0.0252269,0.980183,-0.00396268,-0.006305,-0.197968
662,288,-0.790925,7.27541,0.0297988,-0.159961,-0.00215807,0.00352421,0.987168
165,287,5.32122,-4.07886,-0.0755012,0.739091,0.0140395,-0.036799,0.672453
663,288,2.38189,-1.5481,-0.022102,-0.385759,-0.00311131,0.0046348,0.922584
165,289,-14.0308,5.29206,0.0335728,0.999219,0.0340662,-0.0202907,0.0011732
664,20,4.04911,6.68511,0.00770822,0.424694,-0.000853145,-0.00310274,0.905338
20,290,-4.51049,14.2033,0.0188789,-0.307427,-0.00283584,0.00662839,0.951547
207,290,7.18055,-9.89699,0.105556,0.890745,0.000223952,0.0027249,0.454525
290,477,0.0383312,-2.71752,0.000240868,-0.379172,0.00413195,0.00814527,0.925282
208,291,5.34449,-9.25341,0.125208,0.728529,-0.00202534,0.00174068,-0.684986
23,478,1.30251,-2.20397,-0.0297595,0.61075,0.000474801,-0.0031483,-0.791854
211,292,-1.54788,-10.1343,-0.0425876,0.999309,-0.00694886,0.000556038,0.0365811
669,26,-0.148734,1.51849,-0.0930955,0.768573,-0.0032729,-0.00791614,-0.639702
26,481,2.49315,0.07839,0.0392931,0.557988,0.00069909,0.0012897,0.829859
670,213,5.0731,-1.13686,-0.0332334,0.796844,0.00597651,0.00424474,0.604143
213,482,-1.17752,14.0555,-0.235032,0.992512,0.00142311,-0.000144863,0.122144
27,483,0.256749,-15.4313,-0.223714,0.36307,0.00207929,-0.00115916,0.93176
672,29,8.0029,-2.81079,0.0510027,0.70288,-0.0143596,-0.00148206,0.711159
29,296,6.58705,15.1171,0.171207,0.786509,0.00481612,0.00071109,-0.617561
297,484,0.371515,-0.320514,-0.179738,0.537993,-0.00379717,0.00373403,-0.842934
673,301,-10.8257,2.87362,0.260308,-0.0385015,0.00899118,0.022166,0.998979
30,300,7.87471,4.45795,0.274375,-0.132774,0.0146834,-0.0024096,0.991042
31,299,-0.575999,2.90037,0.0535993,-0.0688407,-0.00839466,0.0192002,0.997413
32,298,5.9933,2.82954,0.537351,0.983024,-0.00912415,-0.00902492,-0.183135
216,300,-4.37185,5.65976,0.118091,0.704234,-0.00156277,-0.00888042,-0.709907
217,485,-2.37918,-5.49712,0.0224708,0.907155,-0.00211926,-0.00774625,-0.420723
218,487,-3.20014,-1.60242,-0.0446259,0.989915,-0.00675264,-3.06232e-05,0.14159
300,485,7.20506,6.25937,-0.276033,0.545167,0.0121156,0.00279376,0.838236
674,33,-6.02245,-2.23646,0.0396411,0.924782,-0.00521542,0.00429208,-0.380424
674,302,-7.57115,-0.538174,0.326513,0.999727,-0.0188663,0.00141416,0.0132162
31,303,-5.06531,-7.68724,0.408466,0.980792,-0.00792732,-0.00888282,0.194705
33,219,-1.06577,2.58175,0.338227,0.767203,-0.00271814,-0.00310641,0.64138
33,488,3.38231,0.611438,0.294453,0.886598,0.00385967,-0.00174321,-0.462528
34,302,-2.86894,-0.515793,0.336179,0.621195,-0.00185418,-0.0115552,0.783593
218,303,0.615882,9.93335,-0.00964307,-0.23767,0.00589191,-0.00597718,0.971312
219,489,-4.08786,-5.79574,-0.0966505,0.872347,-0.000719612,-0.0040006,0.488871
221,299,1.69469,-9.84938,0.189641,0.946694,0.0020016,0.00777003,0.322036
300,489,6.50833,-5.84094,-0.267528,0.210205,0.0113923,-0.00317538,0.977586
675,32,1.77782,2.05285,-0.065782,0.340768,-0.00410075,0.000100371,0.94014
675,487,-3.45802,2.87378,-0.264546,0.90518,0.011179,-0.0105415,-0.424794
676,489,2.37438,6.62514,0.160008,0.546944,0.00291836,0.000406738,-0.837174
678,36,-4.10679,-7.33091,0.0131238,0.801984,0.00668292,-0.000289663,0.59732
33,490,9.65079,-7.1422,0.346706,0.658219,0.00393784,3.62338e-05,-0.752829
35,490,-3.79976,0.228596,0.019409,0.787784,0.000180806,0.00322215,0.615945
222,303,-5.82284,3.78228,0.0498811,0.966702,-0.0052982,-0.00593626,0.255779
679,36,-0.773088,-2.71429,-0.0238586,0.780558,0.00598493,-0.000346256,0.625079
35,491,-10.0405,2.77196,0.0830769,0.249185,0.000859109,0.00232166,0.968455
223,491,-0.566221,-1.87563,0.0111333,-0.218139,-0.000989406,-3.55363e-06,0.975906
680,306,2.82253,-3.62172,0.00235932,0.8083,0.00127842,0.00317705,-0.588762
37,306,-0.77839,-0.285915,0.0496929,-0.101943,0.00197503,0.00065452,0.994787
224,492,1.44931,-0.782118,-0.0048849,0.72218,0.0017185,-0.000750944,0.691684
681,307,1.05331,-6.03171,-0.0149714,0.79527,0.00663756,0.00621119,-0.606189
38,492,0.467258,9.31246,-0.0886131,0.91894,-0.00325085,-0.000459362,0.394386
307,493,-2.56934,0.505035,-0.129687,-0.272162,-0.00461348,0.00125591,0.962241
38,494,0.0874513,-6.36848,0.0289869,0.85517,0.000234473,-0.00150832,-0.518348
307,494,5.39211,-0.473087,0.00827574,0.98399,-9.01627e-05,-0.00721533,0.178073
39,227,-6.43202,-0.338356,-0.0242667,0.91449,-0.000696286,0.00110722,-0.404614
40,309,7.24811,-5.25259,-0.0314095,0.97864,-0.0012508,-0.00167035,-0.205585
685,497,0.663156,-1.49619,-0.0594546,0.613493,-0.00942803,0.00568634,0.789623
42,310,-0.440807,1.06055,0.288634,0.991425,-0.00813082,-0.00857712,-0.130358
686,43,-1.20267,-0.53654,-0.384398,0.66248,0.0163967,-0.00608967,-0.748874
42,230,2.14813,-7.64995,0.59017,0.974583,-0.0191544,-0.00536128,0.223167
44,311,1.86587,-2.96532,0.25994,0.926473,0.000245884,0.0127373,-0.376151
687,230,5.48942,-1.93295,-0.0701169,0.643662,-0.00043678,-0.000192353,-0.765314
688,231,-5.78585,-1.37505,-0.0858709,0.372301,0.000488342,-0.00140017,0.928112
231,313,2.99517,4.4779,-0.105203,-0.30935,-0.00790166,-0.00764648,0.950895
689,233,-2.9849,3.53436,-0.0208737,0.997754,0.000670942,0.0017757,0.067007
690,47,-3.96766,3.25256,-0.0170565,0.929888,-0.00284958,-0.00302481,0.367839
46,502,-5.72498,5.52327,-0.0103375,0.792599,-0.00358504,0.00121164,0.609743
234,502,4.67329,-0.94649,-0.0420458,0.560139,-0.00429424,0.000910193,0.828391
691,503,0.195561,-0.260977,-0.0705308,0.999918,0.00142454,-0.000940851,0.0134593
234,317,-8.24758,1.17583,-0.111074,0.804663,0.00399159,-0.00729686,-0.593679
692,236,-3.9578,0.608973,-0.0398969,0.656244,0.00179831,0.00199768,0.754548
236,504,-1.31595,-3.27794,-0.0651913,0.640522,-0.00248646,-0.000597077,-0.767974
236,319,3.10102,10.0839,-0.229262,-0.167388,0.00290374,0.00406451,0.985879
694,238,-1.48995,-1.07162,-0.0360773,0.934668,-0.00163488,0.000764541,0.355519
320,506,-2.32606,4.9022,0.00901124,0.595142,-0.000378699,-0.00197219,-0.803653
239,507,2.18305,-0.680093,-0.0420735,0.343865,0.0104575,0.00183301,0.938959
697,509,-0.790527,0.784908,0.00665063,0.778113,-0.00376476,-0.00398599,-0.628104
698,322,-0.720381,-4.63328,-0.159884,0.643953,0.00463596,-0.0091289,0.765006
699,510,2.79151,2.26903,0.0670634,0.791094,0.00186808,-0.00556579,0.611664
700,326,9.27072,-0.588217,0.124385,0.887566,0.0048477,-0.0105489,-0.460548
702,59,-1.0995,-2.37793,0.160587,-0.303459,-0.0203723,-0.0237686,0.952346
59,327,3.198,5.30972,-0.158736,0.984002,0.0235237,-0.0164672,-0.175829
246,327,5.96422,5.31586,-0.140333,0.946092,0.00746003,-0.00607387,-0.323754
328,515,-1.5581,2.1294,0.106137,0.52147,0.00106405,-0.0096581,-0.853216
247,328,-1.44158,0.607544,-0.112672,0.996704,-0.0027371,-0.00165999,-0.0810716
60,330,-4.73405,14.1456,-0.351589,0.997007,-0.00348129,-0.00262563,-0.0771816
705,330,2.61962,0.267187,-0.19985,0.874048,0.00360917,0.0041448,0.485806
62,330,-3.29747,3.88937,-0.0845049,-0.0518074,0.00290992,0.00158688,0.998654
249,517,-0.689364,-0.592918,-0.101724,0.940819,0.00211092,0.0013009,-0.338901
706,332,-4.17202,-2.91829,-0.123448,0.47178,0.00220379,0.00400631,0.881695
63,517,8.85043,7.59517,-0.0834598,0.533063,0.000201589,-0.0013261,0.846134
332,518,-0.501027,-3.84772,0.0238644,0.0235144,0.00133624,0.00648481,0.999701
63,333,-9.49606,-6.79587,0.00641027,0.933033,-0.000598056,0.00626769,0.359737
251,332,4.26761,-8.70912,-0.240597,0.995824,0.00579883,0.000683635,0.0911338
708,252,-2.1508,4.2426,-0.0554779,0.611529,-0.00181205,-0.00638282,-0.791218
65,333,-3.16833,8.15454,-0.308269,0.60815,-0.0064287,0.00818106,0.793758
709,252,-5.35213,-0.849332,-0.0103672,0.3306,0.00609463,0.00206756,0.943755
66,252,-6.03825,4.81577,-0.127887,0.685264,-0.00492288,0.000853591,0.72828
253,335,-0.661167,0.390092,-0.10758,-0.275984,-0.000205696,0.00375013,0.961157
710,254,4.50065,-0.157665,-0.0288698,0.621892,0.00270079,0.000893604,0.783097
711,336,-3.84681,3.3961,-0.0173349,0.88764,0.00213542,-0.000584245,0.460533
68,336,-5.32205,3.378,-0.0809034,0.866075,-0.00355071,0.000303698,0.499907
337,522,-8.77262,10.3755,-0.256075,0.918214,0.00690422,0.00102692,0.396025
256,337,0.603788,9.00383,-0.0485613,0.954845,0.00218595,0.000543757,-0.297096
713,257,-3.14536,-1.70303,0.0174301,0.768943,0.00129715,-0.000237817,-0.63931
70,257,-3.69828,0.0914807,0.0196741,0.692188,0.000577072,0.000455678,-0.721729
339,525,-1.44975,5.95293,-0.295007,0.106329,0.00289461,0.00145919,0.994327
70,526,-9.55361,-1.46572,-0.184005,0.61392,0.00491977,0.00246293,-0.789353
258,526,-2.51508,-3.18392,-0.28424,0.702039,-0.00449645,-0.00241355,0.712138
715,527,-0.778375,1.2608,-0.174135,-0.0268673,-0.00030502,-0.00762992,0.999616
258,341,9.38922,8.5624,0.349896,-0.319798,0.00262812,0.000425857,0.947485
716,259,-4.16917,-3.53919,-0.0837552,0.91069,-0.00114703,0.00638023,0.41304
259,528,6.2271,-2.11392,0.130141,0.999916,-0.00389619,-0.00383281,0.0137028
717,342,-1.26592,-3.78032,-0.056564,0.990176,-0.00795294,0.00185209,0.139598
720,264,1.56629,-1.9455,0.0581563,0.682797,0.000493639,0.00274029,-0.730601
721,347,2.03103,-6.78997,0.207774,0.808838,-0.0024302,-0.00383544,-0.588005
264,532,-0.883516,-0.749364,-0.0731267,-0.0883799,-0.00307646,-0.00232791,0.996093
722,79,0.628165,-0.714763,-0.0385745,0.440393,-0.00300835,-0.00146666,0.897848
79,348,-2.71279,-5.01768,0.171864,0.472959,-0.000375847,0.000880508,0.881081
348,533,5.6636,-14.6461,-0.488485,-0.119317,0.000721402,0.000582928,0.992858
80,349,0.142146,0.180816,-0.0506335,0.0767597,-0.00147408,0.00232536,0.997044
724,267,0.424577,0.476435,0.084261,0.500594,-0.00117318,0.000162212,-0.865689
725,82,-1.80119,-0.197847,-0.0381745,0.951043,-0.00540759,0.00427677,-0.308979
81,351,-8.00534,10.065,0.176114,-0.1972,0.00616847,-0.00384087,0.980338
82,538,1.07312,5.79601,-0.044361,0.0140707,0.00207748,0.0108306,0.999845
84,536,-11.2767,-9.36172,-0.235015,0.970776,-0.0151464,-0.0040284,-0.239435
352,537,0.412679,9.85944,-0.04084,0.706626,0.00236525,0.0198837,-0.707305
726,539,1.78931,-2.04904,-0.0597117,-0.453252,-0.0107214,-0.0180102,0.891139
85,538,8.02777,2.62224,-0.287208,0.976313,0.0109339,-0.00215829,-0.216082
727,352,-2.8626,-0.425339,-0.0811053,0.718797,-0.00478187,-0.00143118,0.695205
728,353,1.28039,-2.13005,-0.0893719,0.858227,0.00598326,0.00504497,-0.5132
729,87,9.42152,-2.29548,-0.103985,0.82036,0.00062738,0.0016668,-0.571847
730,543,-8.57248,-3.65324,-0.20739,-0.447233,0.00178552,0.00188933,0.894421
731,543,-0.0648618,-0.526558,-0.0339318,0.500279,0.00188971,0.000609703,0.865863
89,358,-0.379364,-0.772073,-0.225474,0.995691,-0.00457312,-0.00236822,-0.0926072
90,359,-4.7512,1.72418,-0.287467,-0.345638,-0.00152184,-0.000469888,0.938371
735,92,-0.221875,0.752765,-0.0860397,-0.358779,0.00206514,0.0022287,0.933418
736,548,-0.548507,-0.651974,0.0279099,0.736851,-0.00441219,0.00135208,0.676041
361,548,2.13332,1.61408,-0.191356,-0.131684,2.07061e-05,-0.000256924,0.991288
737,549,-4.45012,0.000884403,-0.107453,0.906493,-0.00748164,0.00869581,-0.422081
738,95,-4.76558,-5.08813,-0.321962,0.15698,0.00497248,0.00738488,0.987565
362,550,-0.631654,-11.8829,-0.566331,0.877957,-0.00512833,0.00391083,0.478703
96,552,-2.83656,-1.34045,-0.0551192,0.93653,-0.0033936,0.00066394,-0.350677
97,366,0.39592,-0.971441,-0.0714001,0.833335,0.00692774,0.000283441,-0.552737
367,553,5.66089,-0.445,0.246042,0.969493,-0.000576049,0.00108626,0.245148
99,367,2.19488,-3.17193,0.0950191,0.899619,-0.00606267,-0.00353004,-0.436623
368,554,-1.93093,-3.3955,0.0358966,0.67227,0.000946523,-0.000320857,0.740308
100,369,2.34972,-8.95896,-0.276157,0.35227,-0.00391646,-0.0148148,0.935773
744,102,8.87034,2.85046,-0.44036,0.958354,-0.00229174,-9.2922e-05,-0.285609
102,370,-1.57236,-0.841834,0.0658553,0.944036,-0.00156003,-0.00465572,-0.329838
745,370,2.15939,0.451523,0.085828,0.665663,0.00294032,-0.00680141,0.74622
371,558,-0.532889,1.50398,0.0135276,0.973124,0.000859559,0.00313989,0.230263
103,558,0.974254,-2.12837,0.105378,0.632383,0.00226807,0.00221088,0.774648
747,559,0.968045,-0.273405,0.0801774,0.581344,-0.0041035,0.000436526,-0.81365
373,560,0.443282,0.940169,-0.00874575,0.779438,-0.000466142,0.0050746,0.626445
374,560,9.18866,-0.375079,0.197627,0.550177,0.00226882,-0.000836483,-0.834985
750,107,-2.58038,-2.71894,0.016564,0.959451,-0.00124501,0.000439455,0.281872
375,562,-1.12491,-1.8308,-0.00439886,0.996957,0.00194752,-0.000257677,-0.0779537
108,376,3.06854,-2.71724,-0.062468,-0.324552,0.0014412,-0.00730439,0.945832
752,378,8.18123,-0.691189,0.103329,0.358102,-0.00962218,-0.0030779,0.933633
753,110,1.65954,-0.385284,0.00872156,0.39897,-0.000611415,-0.000307793,0.916975
379,565,-1.45656,-7.43703,-0.107433,0.993968,-0.00105118,-0.00384804,0.109675
110,567,-16.7892,-4.86504,0.150191,0.117895,0.00389514,-0.00107846,0.99305
380,567,2.42325,0.299994,0.00287134,0.987926,-0.00319615,-0.00541939,-0.154804
112,566,-2.3746,-11.6959,-0.0992595,0.8805,0.00571955,-0.000785355,-0.474013
113,381,6.86809,3.77455,0.0628346,0.619571,0.00882112,-0.00171551,-0.784899
382,568,12.462,-4.87712,-0.0520458,0.197238,0.0101798,-0.00578,0.980297
114,570,-2.3819,-7.51831,-0.0869874,0.993733,-0.000630684,0.000477256,0.111779
759,116,2.9684,-1.73077,-0.0713156,0.85599,0.00777489,0.00302542,0.51692
115,385,6.93917,2.33442,-0.189992,0.548479,0.00257383,0.00330707,0.836164
117,383,-10.2123,-11.1514,-0.0951628,-0.409711,0.00207267,4.21932e-05,0.912213
384,572,-7.10324,-0.394352,-0.000607189,-0.41953,0.00124027,-0.0031917,0.907735
760,118,4.34789,-3.26204,-0.115358,0.898996,0.00727778,0.00020306,0.437897
115,387,13.58,7.15851,-0.254293,-0.220479,0.00791926,-0.00161178,0.975362
118,385,-2.22686,7.1643,-0.0662964,0.999901,0.00440857,-0.00163567,0.0133885
119,387,-0.894408,-4.24886,-0.124002,-0.445026,0.00610478,-0.00193197,0.895497
386,574,6.05014,-0.112837,0.00211594,-0.259433,0.000719281,0.00288678,0.965769
761,388,-9.03842,0.447075,-0.253552,0.995054,0.00761581,0.00369979,0.0989821
762,388,-3.25938,9.18686,-0.243259,0.823266,0.0206531,-0.00659439,-0.567258
120,388,1.71406,7.0235,0.00864442,0.824758,0.00327066,0.00295795,0.565472
121,577,-6.19407,-5.05114,-0.0149979,0.369951,0.00205615,0.00202053,0.929047
765,578,-9.79006,-0.14118,-0.0338326,0.771668,0.000396268,-0.000473687,0.636027
766,122,7.63944,1.5464,0.00962982,0.758577,0.00181138,-0.00108751,-0.651584
123,578,-2.54091,0.25985,-0.0102685,0.635253,0.00224951,-0.000462089,-0.772327
767,580,-10.3037,0.0153638,0.0376648,-0.0171832,0.00330423,-0.00212706,0.999857
768,124,3.46721,5.81117,-0.093614,0.476283,0.00231314,0.00278748,0.879286
769,125,0.758248,5.21177,-0.104619,0.88558,-0.00319746,0.00274054,0.46447
126,580,0.0268582,-12.9489,-0.104727,0.647393,0.00013821,0.000545386,0.762156
770,582,2.79268,0.20941,0.0495244,0.97958,0.000337936,-0.00503056,-0.200992
771,127,0.561395,-5.01373,-0.0736233,0.997802,0.00313034,0.000411684,0.0663119
128,582,-4.00639,-12.1324,-0.0736605,0.926588,0.00081589,-0.000212659,0.376075
128,398,4.08673,13.4921,0.0919229,0.976417,0.00410786,-0.00161707,0.21585
773,585,-5.70135,-7.0249,0.0554406,0.962156,0.000559317,0.00223111,-0.27249
399,584,5.83467,-3.99841,0.10374,0.957123,-0.00175418,-0.000594355,0.28968
130,586,-1.8111,10.4833,0.0754308,0.788931,0.000492052,0.00159534,-0.614568
775,131,-3.84589,1.19165,-0.0741729,0.696148,-0.00417628,0.00113422,-0.717883
132,587,1.05254,-2.436,0.036458,-0.346625,-0.000399485,-0.000786112,0.938005
132,401,-1.62493,4.93605,0.00974516,0.70097,0.00447027,-0.00271619,0.713172
777,134,-4.38767,2.89099,-0.0992662,0.339813,0.000454624,-0.00224283,0.940494
778,590,-1.42253,1.11551,-0.0895313,0.998908,-0.000655638,0.00104568,-0.0466932
135,591,2.89828,-2.72328,-0.191316,0.997661,0.000475105,0.000201927,0.0683887
780,592,-3.43783,0.113836,-0.143212,0.831344,-0.00797071,0.00315036,-0.555702
137,405,3.12654,-1.64048,0.0567507,0.945034,0.000111021,-0.0208663,-0.326306
138,591,-3.19632,11.0734,-0.0176399,0.98849,0.0205147,0.00568149,0.149789
406,593,-3.11332,-2.9567,-0.0733332,-0.330948,0.0050138,0.0130527,0.943546
781,407,2.23177,1.71585,-0.0583806,0.245783,0.00348407,0.00156128,0.969319
138,594,0.546643,-4.89435,-0.228935,0.82561,0.00397674,0.00417037,-0.564213
407,594,-4.48399,-3.06841,-0.03585,-0.415493,0.00857596,0.0128648,0.909463
782,408,-0.363204,-1.09648,-0.0524679,0.780521,0.00510423,-0.0012107,-0.625107
139,409,1.40105,-4.18558,-0.331963,-0.338132,0.00527422,-0.00851676,0.941049
406,595,-8.38233,-9.9743,0.0157904,0.60933,-0.0105647,-0.0135176,-0.792735
783,409,1.40721,1.72963,-0.0582897,0.947545,-0.00208196,0.00179904,-0.319618
784,596,0.605489,0.849883,-0.0918114,-0.252388,0.00550358,-0.0031083,0.967612
785,598,2.64487,-5.97877,-0.0674344,0.955728,0.00259381,0.00128775,0.294237
411,597,5.80357,-5.88979,-0.089109,0.852663,-0.00714322,-0.00108036,0.522418
143,411,-9.52165,-0.78217,-0.130499,-0.382545,-0.00516089,0.00336516,0.923917
787,599,-0.914908,3.61112,-0.0734588,0.807292,-0.000684316,0.00107829,0.590184
788,600,-0.942538,2.52693,-0.0427257,0.764158,-0.00105333,-0.00195382,-0.645085
789,146,-2.46092,2.54162,0.177825,0.890191,-0.000291775,-0.000762822,0.455582
146,601,-1.57054,-6.2942,-0.215251,0.95811,0.0027913,-0.000319159,-0.286393
146,417,1.68593,17.3975,0.163844,0.994003,0.00407779,-0.00049914,-0.109263
791,416,-9.02145,-0.71055,0.0872834,0.981124,-0.000862351,-0.00103876,0.193391
792,604,-2.261,-1.11989,0.161875,0.336782,-0.000632064,-0.000796577,0.941586
793,604,8.51805,-5.73845,0.184099,-0.474585,0.000926205,0.000114258,0.88021
794,152,6.97016,1.31001,0.057639,-0.0578312,0.00416621,0.00384885,0.998323
151,420,-4.07433,3.82228,-0.0181222,0.718849,-0.00123464,0.00237549,0.695161
795,152,0.619358,-0.537844,0.0334545,0.956322,0.00229296,-0.000144837,0.292314
421,607,-2.05666,9.16762,0.0941262,0.98615,-0.00344825,0.00086086,-0.165828
155,610,2.77203,2.44777,-0.0013158,-0.406262,-0.00163301,-7.61614e-05,0.913756
155,424,-4.32407,-3.32525,0.0294136,0.997222,0.00476099,-0.00407734,-0.0741779
424,611,0.130462,0.293873,0.0444728,0.982195,-0.00302959,0.0033401,0.187791
156,425,3.06005,4.10588,-0.0206819,0.40968,0.00171125,0.00562948,0.912211
800,157,0.605526,-0.115123,-0.0893736,0.0906198,0.0011198,-0.00224948,0.995891
426,612,-2.28026,8.82696,-0.158018,0.645247,-0.00194542,-0.00581112,-0.763969
158,426,4.16248,-4.29582,0.021032,-0.244917,-0.00274369,0.00591425,0.969522
802,428,4.21902,-0.323402,-0.00832844,0.328873,0.00299411,0.00242906,0.944372
428,614,7.73949,4.84789,-0.135999,0.988905,-0.00567291,0.00383584,-0.148395
804,161,0.217347,0.0457325,-0.0753072,0.173944,-0.00356264,-0.00173422,0.984743
161,616,5.13221,2.24769,-0.0304003,0.998719,0.000244106,-0.000986127,-0.0507164
805,617,5.78111,-3.65412,-0.216584,0.142726,0.00409792,-0.000328779,0.989755
430,618,-5.66662,8.2913,-0.173169,0.998789,0.000172752,0.00145713,0.0492161
164,432,-4.44919,-2.25854,0.0747871,0.965087,-0.00160039,0.00292831,0.261906
433,620,-0.307918,0.15537,-0.125953,-0.158313,-0.000577469,-0.000887401,0.98739
809,286,-0.506802,-5.01458,-0.0633681,0.512021,-0.0220344,-0.0358159,0.857952
167,286,2.63772,-3.80421,-0.283605,0.850127,-0.0264185,0.0283436,-0.525153
435,621,7.36202,5.45341,-0.156105,0.962177,-0.000499145,-0.000672623,0.272423
167,622,-0.358044,0.489988,0.0693005,0.97332,-0.00182757,-0.000698246,0.229461
168,623,-0.0104371,-0.764143,0.0955975,0.830598,0.00061004,-0.00326315,-0.556866
16,168,1.22834,-3.05044,-0.0512622,0.844573,0.0229772,-0.0293295,0.534144
169,437,-2.97506,3.02365,-0.23249,0.973474,-0.00736705,-0.00340521,-0.228657
813,625,-1.41945,-2.22092,-0.0324795,0.845561,0.0191763,-0.00486263,-0.533537
